month,division,line,period,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer journey time performance
2021-01-01,B DIVISION,S Fkln,offpeak,100795,0.3395541,0.042168304,34225.355,4250.3545,2091.9,0.020754006,0.979246
2021-01-01,B DIVISION,S Fkln,peak,89881.4,0.3664334,0.06019351,32935.55,5410.277,2083.1,0.023176096,0.9768239
2021-01-01,B DIVISION,S Rock,offpeak,6479,0.3328997,-0.21729231,2156.8572,-1407.8368,398.1,0.06144467,0.93855536
2021-01-01,B DIVISION,S Rock,peak,7020.5,0.17430766,-0.7173998,1223.7269,-5036.5054,427.9,0.060950074,0.9390499
2021-01-01,B DIVISION,W,offpeak,419365.1,1.3122312,0.3460913,550303.94,145138.61,58921.9,0.14050263,0.85949737
2021-01-01,B DIVISION,W,peak,434722.2,0.8881427,0.009923827,386095.34,4314.108,43709.8,0.10054651,0.89945346
2020-12-01,A DIVISION,1,offpeak,1966526.1,0.9921375,0.19127941,1951064.2,376155.94,258596.8,0.13149929,0.8685007
2020-12-01,A DIVISION,1,peak,1749770.1,0.89966583,-0.0036630533,1574208.4,-6409.5015,131887.2,0.075374015,0.924626
2020-12-01,A DIVISION,2,offpeak,1667841.9,1.6391324,-0.3003413,2733813.5,-500921.8,258790.6,0.15516494,0.84483504
2020-12-01,A DIVISION,2,peak,1550492.8,1.2068954,-0.47508818,1871282.4,-736620.75,176014.9,0.11352192,0.88647807
2020-12-01,A DIVISION,3,offpeak,1066129.4,1.3742237,-0.30926287,1465100.4,-329714.25,131233.5,0.123093404,0.8769066
2020-12-01,A DIVISION,3,peak,1067720,1.2050343,-0.56515986,1286639.1,-603432.5,108094.7,0.10123881,0.8987612
2020-12-01,A DIVISION,4,offpeak,2131978.5,1.340022,-0.18032867,2856898,-384456.8,318962.5,0.14960869,0.8503913
2020-12-01,A DIVISION,4,peak,1954235.8,1.1294291,-0.6673435,2207170.8,-1304146.5,213456.1,0.10922741,0.8907726
2020-12-01,A DIVISION,5,offpeak,1472027.1,1.3847816,-0.27236372,2038436.1,-400926.78,205233.3,0.13942222,0.86057776
2020-12-01,A DIVISION,5,peak,1436325,1.0975021,-0.8685352,1576369.6,-1247498.9,149133.1,0.10382964,0.8961704
2020-12-01,A DIVISION,6,offpeak,2590370.8,1.2307494,0.2129162,3188097.2,551531.9,316850.2,0.12231847,0.87768155
2020-12-01,A DIVISION,6,peak,2559176.5,1.1720172,0.20320593,2999399,520039.84,272601.6,0.10651926,0.8934807
2020-12-01,A DIVISION,7,offpeak,2250344.2,1.0773894,0.36900097,2424497,830379.2,304576.1,0.13534646,0.8646535
2020-12-01,A DIVISION,7,peak,2304199.5,1.4504678,0.5102934,3342167.5,1175817.9,260471.6,0.113042116,0.8869579
2020-12-01,A DIVISION,S 42nd,offpeak,208619.4,0.6046098,0.18468234,126133.33,38528.32,13770.3,0.0660068,0.9339932
2020-12-01,A DIVISION,S 42nd,peak,199832.6,0.53778154,0.11648684,107466.27,23277.867,2069.1,0.010354167,0.98964584
2020-12-01,B DIVISION,A,offpeak,2036398.8,1.292691,0.6860116,2632434.2,1396993.2,410965.6,0.20180999,0.79819
2020-12-01,B DIVISION,A,peak,2057295.9,1.2120061,0.23218349,2493455.2,477670.12,329707.5,0.16026255,0.8397374
2020-12-01,B DIVISION,B,offpeak,982915.8,1.4377685,0.39458475,1413205.2,387843.56,188481.7,0.19175772,0.80824226
2020-12-01,B DIVISION,B,peak,1394426.9,1.7590878,0.35338384,2452919.2,492767.94,307077.1,0.22021742,0.7797826
2020-12-01,B DIVISION,C,offpeak,963905.6,0.84876686,0.37835747,818131.1,364700.88,133505.3,0.13850453,0.86149544
2020-12-01,B DIVISION,C,peak,758580.3,0.7431338,0.08786791,563726.6,66654.86,92956.5,0.122540094,0.8774599
2020-12-01,B DIVISION,D,offpeak,1815334.9,1.5276862,0.5382868,2773262.2,977170.8,385501.9,0.21235856,0.78764147
2020-12-01,B DIVISION,D,peak,1526994.1,1.4375883,0.49978516,2195189,763169,302133.1,0.19786134,0.8021387
2020-12-01,B DIVISION,E,offpeak,1539161.5,1.030825,0.16940953,1586606.2,260748.64,221881.8,0.14415759,0.8558424
2020-12-01,B DIVISION,E,peak,1501324.4,0.9028256,-0.81125706,1355434.1,-1217960.1,103350.6,0.06883962,0.9311604
2020-12-01,B DIVISION,F,offpeak,2008596.8,0.95768845,-0.21815065,1923610,-438176.7,309205.7,0.15394115,0.84605885
2020-12-01,B DIVISION,F,peak,1978269.9,0.512328,-0.8519684,1013523.2,-1685423.5,243180.3,0.12292574,0.87707424
2020-12-01,B DIVISION,G,offpeak,707984.3,1.0598094,0.8078794,750328.44,571965.94,101877.3,0.14389768,0.8561023
2020-12-01,B DIVISION,G,peak,739245.4,0.87552184,0.35360795,647225.5,261403.05,112313.3,0.15192966,0.8480703
2020-12-01,B DIVISION,JZ,offpeak,824981.6,1.3539032,0.44531476,1116945.2,367376.47,147318.6,0.17857198,0.821428
2020-12-01,B DIVISION,JZ,peak,818089.4,1.1612492,0.4945065,950005.56,404550.53,145216.2,0.17750652,0.8224935
2020-12-01,B DIVISION,L,offpeak,1391698,0.81463164,0.15119821,1133721.2,210422.25,115637.2,0.08309073,0.9169093
2020-12-01,B DIVISION,L,peak,1305194,0.6292566,-0.21277964,821301.94,-277718.72,48798.5,0.03738793,0.9626121
2020-12-01,B DIVISION,M,offpeak,910136.5,1.4836239,-0.01571287,1350300.2,-14300.857,165280.1,0.18159924,0.81840074
2020-12-01,B DIVISION,M,peak,926631.8,1.3401072,-0.25354847,1241786,-234946.08,141058.4,0.15222701,0.84777296
2020-12-01,B DIVISION,N,offpeak,1223988.8,1.2964823,0.62401074,1586879.9,763782.2,248253.8,0.2028236,0.7971764
2020-12-01,B DIVISION,N,peak,1355100.4,1.443505,0.6704878,1956094.4,908578.3,268955.1,0.19847614,0.80152386
2020-12-01,B DIVISION,Q,offpeak,1631847,1.3935087,0.14777805,2273993,241151.16,324391.6,0.198788,0.801212
2020-12-01,B DIVISION,Q,peak,1646754.8,1.5082995,0.35324842,2483799.5,581713.56,329654.9,0.20018457,0.7998154
2020-12-01,B DIVISION,R,offpeak,1819031,1.6700699,-0.15684351,3037909,-285303.22,381840.3,0.20991412,0.79008585
2020-12-01,B DIVISION,R,peak,1796980.9,1.4253958,-0.25536615,2561409,-458888.1,283042.9,0.15751025,0.8424898
2020-12-01,B DIVISION,S Fkln,offpeak,115460.4,0.4571617,0.03410369,52784.07,3937.6257,4113.3,0.0356252,0.9643748
2020-12-01,B DIVISION,S Fkln,peak,104057.8,0.40692458,0.03185781,42343.676,3315.0537,2972.2,0.028562972,0.97143704
2020-12-01,B DIVISION,S Rock,offpeak,13016.601,1.1629025,-0.060677264,15137.036,-789.8117,1569,0.12053839,0.8794616
2020-12-01,B DIVISION,S Rock,peak,9659.7,0.5754813,0.36628407,5558.9766,3538.1943,826.3,0.08554096,0.91445905
2020-12-01,B DIVISION,W,offpeak,474260.2,1.1428981,0.2510217,542031.06,119049.62,65011.7,0.13708024,0.86291975
2020-12-01,B DIVISION,W,peak,519777.2,1.0384535,-0.06703188,539764.4,-34841.645,53918.9,0.10373464,0.8962654
2020-11-01,A DIVISION,1,offpeak,1916812,1.0072664,0.19457819,1930740.2,372969.78,230420,0.120210014,0.87979
2020-11-01,A DIVISION,1,peak,1713309.2,0.96896017,0.13607393,1660128.4,233136.72,128840.4,0.07519974,0.9248003
2020-11-01,A DIVISION,2,offpeak,1570830.6,1.4873023,-0.43092346,2336300,-676907.75,227426.6,0.1447811,0.8552189
2020-11-01,A DIVISION,2,peak,1445482.5,1.1058183,-0.43653616,1598441,-631005.4,155913.5,0.1078626,0.8921374
2020-11-01,A DIVISION,3,offpeak,1000839.5,1.1908019,-0.32809564,1191801.5,-328371.1,113844.7,0.113749206,0.8862508
2020-11-01,A DIVISION,3,peak,985405.3,1.1054109,-0.49056947,1089277.8,-483409.75,94246.7,0.095642574,0.90435743
2020-11-01,A DIVISION,4,offpeak,2013970.4,1.1532869,-0.36662486,2322685.8,-738371.6,264187.7,0.13117754,0.86882246
2020-11-01,A DIVISION,4,peak,1803705.1,1.0294725,-0.5788979,1856864.6,-1044161.06,193539.4,0.10730103,0.892699
2020-11-01,A DIVISION,5,offpeak,1385810,1.3084035,-0.32186586,1813198.6,-446044.9,177225.7,0.127886,0.872114
2020-11-01,A DIVISION,5,peak,1319369.8,1.1362934,-0.73754615,1499191,-973096.06,153240,0.11614637,0.8838536
2020-11-01,A DIVISION,6,offpeak,2362598.2,0.929724,0.11494326,2196564.2,271564.75,239574.5,0.101402976,0.898597
2020-11-01,A DIVISION,6,peak,2322867.2,1.1410556,0.31590688,2650520.8,733809.8,256645.6,0.11048655,0.88951343
2020-11-01,A DIVISION,7,offpeak,2095938,0.9440861,0.1554151,1978745.9,325740.44,229621.6,0.10955553,0.89044446
2020-11-01,A DIVISION,7,peak,2109574,0.84684044,0.043645184,1786472.6,92072.75,160367.1,0.07601871,0.9239813
2020-11-01,A DIVISION,S 42nd,offpeak,191540,0.5107296,0.19044703,97825.16,36478.223,8520.7,0.044485226,0.9555148
2020-11-01,A DIVISION,S 42nd,peak,196768,0.34368137,0.12123704,67625.49,23855.57,573.6,0.002915108,0.9970849
2020-11-01,B DIVISION,A,offpeak,1948502.5,1.0810045,0.32132727,2106339.8,626107,335482.7,0.17217463,0.82782537
2020-11-01,B DIVISION,A,peak,1911199.2,1.0524297,-0.1066813,2011402.9,-203889.23,251406.6,0.13154389,0.8684561
2020-11-01,B DIVISION,B,offpeak,939263.5,1.4439466,0.024408346,1356246.4,22925.87,164786.4,0.17544214,0.82455784
2020-11-01,B DIVISION,B,peak,1279957.6,1.5420917,-0.08114058,1973812,-103856.5,245458.2,0.19177057,0.80822945
2020-11-01,B DIVISION,C,offpeak,889600.06,0.6887375,0.16926335,612700.94,150576.69,96204.7,0.10814376,0.89185625
2020-11-01,B DIVISION,C,peak,706632.5,0.64395195,-0.018440586,455037.38,-13030.717,75207.1,0.106430285,0.8935697
2020-11-01,B DIVISION,D,offpeak,1682257.9,1.5650804,0.5503079,2632868.8,925759.8,362708.7,0.21560827,0.7843917
2020-11-01,B DIVISION,D,peak,1394345.1,1.3123108,0.2907118,1829814.1,405352.56,255827.3,0.18347488,0.8165251
2020-11-01,B DIVISION,E,offpeak,1525761.9,0.49529976,0.1083023,755709.44,165243.52,185399.8,0.121512935,0.87848705
2020-11-01,B DIVISION,E,peak,1486281,0.38050726,-0.74122053,565540.75,-1101662,115403.7,0.07764595,0.92235404
2020-11-01,B DIVISION,F,offpeak,1878989.8,0.9473406,-0.1768219,1780043.2,-332246.56,278140.3,0.14802651,0.8519735
2020-11-01,B DIVISION,F,peak,1825319.9,0.7166171,-0.65836155,1308055.5,-1201720.5,241842,0.13249294,0.86750704
2020-11-01,B DIVISION,G,offpeak,648955.2,0.97604764,0.7090573,633411.2,460146.4,84793.2,0.1306611,0.8693389
2020-11-01,B DIVISION,G,peak,680748.7,1.0091481,0.29354107,686976.25,199827.7,114233.5,0.16780569,0.8321943
2020-11-01,B DIVISION,JZ,offpeak,769580.2,0.9288665,0.2680109,714837.25,206255.89,100211.1,0.13021527,0.8697847
2020-11-01,B DIVISION,JZ,peak,766048.44,0.9779833,0.34119627,749182.56,261372.84,106494,0.13901733,0.86098266
2020-11-01,B DIVISION,L,offpeak,1325139,1.4467196,0.12621042,1917104.5,167246.34,107099.5,0.080821335,0.91917866
2020-11-01,B DIVISION,L,peak,1229446,0.6808326,-0.23385714,837046.94,-287514.72,48485.2,0.039436623,0.96056336
2020-11-01,B DIVISION,M,offpeak,1010129.5,1.5747055,-0.118937,1590656.4,-120141.77,186429.4,0.1845599,0.8154401
2020-11-01,B DIVISION,M,peak,1017678.44,1.4062529,-0.32704034,1431113.2,-332821.9,159073.6,0.15631029,0.84368974
2020-11-01,B DIVISION,N,offpeak,1131516.2,1.4455231,0.642943,1635632.9,727500.44,243723.4,0.21539542,0.7846046
2020-11-01,B DIVISION,N,peak,1252791.2,1.5605713,0.6126251,1955070,767491.4,258435.8,0.20628801,0.793712
2020-11-01,B DIVISION,Q,offpeak,1550761.9,1.362455,-0.29413798,2112843.2,-456137.97,284502.4,0.18345976,0.81654024
2020-11-01,B DIVISION,Q,peak,1504315,1.4001215,0.005622596,2106223.8,8458.155,269447.3,0.17911628,0.82088375
2020-11-01,B DIVISION,R,offpeak,1614500.2,1.7972333,-0.06917357,2901633.8,-111680.75,345410.3,0.21394254,0.7860575
2020-11-01,B DIVISION,R,peak,1591194.2,1.5960699,-0.18352233,2539657.2,-292019.7,267277,0.16797258,0.83202744
2020-11-01,B DIVISION,S Fkln,offpeak,109756,0.55884206,0.06980343,61336.27,7661.3457,4893.3,0.04458344,0.95541656
2020-11-01,B DIVISION,S Fkln,peak,92670,0.4476738,0.050174966,41485.93,4649.714,3171.2,0.034220353,0.96577966
2020-11-01,B DIVISION,S Rock,offpeak,14784,0.4003423,-0.30092955,5918.66,-4448.9424,830,0.056141775,0.9438582
2020-11-01,B DIVISION,S Rock,peak,10514.8,0.5618472,-0.20424986,5907.7114,-2147.6462,727.9,0.069226235,0.9307738
2020-11-01,B DIVISION,W,offpeak,456794.7,1.2850896,0.37983721,587022.1,173507.62,70318,0.15393786,0.8460621
2020-11-01,B DIVISION,W,peak,482877.72,1.1944144,0.030350516,576756.06,14655.587,56490.1,0.11698635,0.88301367
2020-10-01,A DIVISION,1,offpeak,1979453.6,0.9445697,0.16867806,1869731.9,333890.4,240707.3,0.1216029,0.8783971
2020-10-01,A DIVISION,1,peak,1765471.1,0.8835233,0.05849172,1559834.9,103265.445,133445,0.07558606,0.9244139
2020-10-01,A DIVISION,2,offpeak,1664153.8,1.265762,-0.2023776,2106422.5,-336787.44,253336.7,0.15223154,0.8477684
2020-10-01,A DIVISION,2,peak,1502267.8,1.2101705,-0.57674915,1818000.1,-866431.6,161505.8,0.107507996,0.892492
2020-10-01,A DIVISION,3,offpeak,1024897.3,1.0308049,-0.4094793,1056469.1,-419674.22,104869.7,0.102322154,0.89767784
2020-10-01,A DIVISION,3,peak,1013132.9,1.057015,-0.58809185,1070896.6,-595815.2,97069,0.09581073,0.9041893
2020-10-01,A DIVISION,4,offpeak,2130074.2,1.2231033,-0.42997357,2605301,-915875.6,284345.3,0.1334908,0.8665092
2020-10-01,A DIVISION,4,peak,1896967.1,0.988135,-0.90845054,1874459.5,-1723300.9,172549.7,0.09096083,0.9090392
2020-10-01,A DIVISION,5,offpeak,1437551,1.3328056,-0.2020946,1915976.1,-290521.28,201246.8,0.1399928,0.86000717
2020-10-01,A DIVISION,5,peak,1367331.6,1.1097068,-0.86947745,1517337,-1188864,143510.3,0.10495647,0.89504355
2020-10-01,A DIVISION,6,offpeak,2468335,0.9892475,0.119532436,2441794.2,295046.1,249433.4,0.1010533,0.8989467
2020-10-01,A DIVISION,6,peak,2394921,0.930518,0.099130996,2228517,237410.9,212664.2,0.08879801,0.911202
2020-10-01,A DIVISION,7,offpeak,2189807.2,0.89142096,0.041663535,1952040,91235.11,226592.9,0.10347619,0.89652383
2020-10-01,A DIVISION,7,peak,2188702.2,0.8479761,-0.114683054,1855967.2,-251007.06,141278.7,0.06454907,0.9354509
2020-10-01,A DIVISION,S 42nd,offpeak,183273.3,0.6549362,0.13014925,120032.31,23852.883,9594,0.05234805,0.9476519
2020-10-01,A DIVISION,S 42nd,peak,184741.2,0.345623,0.08263025,63850.81,15265.212,107.4,0.0005813538,0.9994187
2020-10-01,B DIVISION,A,offpeak,2065348.6,1.270433,0.5886228,2623887,1215711.2,403715.9,0.19547106,0.80452895
2020-10-01,B DIVISION,A,peak,2019303.6,1.1214304,0.076296106,2264508.5,154065.02,299082.3,0.1481116,0.8518884
2020-10-01,B DIVISION,B,offpeak,1014094.9,1.3235732,0.08668843,1342228.9,87910.3,181357,0.17883632,0.82116365
2020-10-01,B DIVISION,B,peak,1375909.8,1.689817,0.15125675,2325035.8,208115.66,278400.7,0.20233935,0.79766065
2020-10-01,B DIVISION,C,offpeak,961226.3,0.7971965,0.30109403,766286.25,289419.5,115911,0.12058659,0.8794134
2020-10-01,B DIVISION,C,peak,727328.7,0.6872595,0.11870747,499863.56,86339.35,86349.5,0.118721426,0.8812786
2020-10-01,B DIVISION,D,offpeak,1802342.2,1.6226553,0.60687214,2924580.2,1093791.2,395238.2,0.21929142,0.78070855
2020-10-01,B DIVISION,D,peak,1473125.2,1.4543364,0.5348076,2142419.8,787838.6,284446.6,0.19309057,0.80690944
2020-10-01,B DIVISION,E,offpeak,1670077,0.8200176,0.36730364,1369492.5,613425.4,231653,0.13870798,0.861292
2020-10-01,B DIVISION,E,peak,1502721.9,0.6604121,-0.6513544,992415.7,-978804.5,120059.1,0.07989442,0.9201056
2020-10-01,B DIVISION,F,offpeak,2000174.9,0.9296663,0.16438669,1859495.2,328802.16,327112.7,0.16354205,0.83645797
2020-10-01,B DIVISION,F,peak,1975519.9,0.5731742,-0.6648899,1132317,-1313503.2,235448,0.1191828,0.8808172
2020-10-01,B DIVISION,G,offpeak,680001.4,1.0795841,0.74007875,734118.7,503254.56,103595.7,0.1523463,0.8476537
2020-10-01,B DIVISION,G,peak,688388.3,0.9555347,0.33771685,657778.9,232480.33,115523.8,0.16781779,0.8321822
2020-10-01,B DIVISION,JZ,offpeak,844396.2,1.0721021,0.35096124,905278.94,296350.34,134425,0.1591966,0.8408034
2020-10-01,B DIVISION,JZ,peak,818279,1.0780191,0.40751538,882120.4,333461.28,126768.1,0.15492038,0.8450796
2020-10-01,B DIVISION,L,offpeak,1393576.8,0.772891,0.024454193,1077083,34078.797,90790.6,0.06514934,0.9348507
2020-10-01,B DIVISION,L,peak,1267171.4,0.629197,-0.13723344,797300.44,-173898.3,49894.9,0.039375022,0.960625
2020-10-01,B DIVISION,M,offpeak,1085767.4,1.4758328,-0.060386594,1602411.1,-65565.8,202201.8,0.1862294,0.8137706
2020-10-01,B DIVISION,M,peak,1081819.5,1.6482503,-0.14415208,1783109.4,-155946.52,178963.8,0.16542852,0.8345715
2020-10-01,B DIVISION,N,offpeak,1173046.6,1.2495358,0.4659156,1465763.8,546540.7,214560.6,0.18290885,0.81709117
2020-10-01,B DIVISION,N,peak,1278179,1.27431,0.4134143,1628796.4,528417.5,215180.7,0.16834943,0.83165056
2020-10-01,B DIVISION,Q,offpeak,1663829.2,1.236078,-0.20810468,2056622.9,-346250.7,290387.2,0.17452945,0.82547057
2020-10-01,B DIVISION,Q,peak,1623318.1,1.2116189,-0.14088646,1966842.9,-228703.53,253022.2,0.1558673,0.8441327
2020-10-01,B DIVISION,R,offpeak,1780978.8,1.6063693,-0.20628673,2860909.5,-367392.28,365528.1,0.20524001,0.79476
2020-10-01,B DIVISION,R,peak,1699350.5,1.3939202,-0.20573846,2368759,-349621.75,263385.9,0.1549921,0.8450079
2020-10-01,B DIVISION,S Fkln,offpeak,117469,0.35585478,0.035950642,41801.906,4223.086,2578.3,0.02194877,0.97805125
2020-10-01,B DIVISION,S Fkln,peak,99809.6,0.32697073,0.013243161,32634.816,1321.7947,1855.4,0.018589394,0.9814106
2020-10-01,B DIVISION,S Rock,offpeak,25014,0.6845847,-0.45453078,17124.201,-11369.633,1898.4,0.0758935,0.9241065
2020-10-01,B DIVISION,S Rock,peak,16715.6,0.15224256,-0.7985786,2544.8257,-13348.722,744,0.04450932,0.9554907
2020-10-01,B DIVISION,W,offpeak,465719.6,1.1015477,-0.044795897,513012.34,-20862.328,54601.2,0.1172405,0.8827595
2020-10-01,B DIVISION,W,peak,499295.9,0.91661793,-0.2362113,457663.56,-117939.33,45884.9,0.091899216,0.9081008
2020-09-01,A DIVISION,1,offpeak,1394936.8,0.89387757,0.14160572,1246902.6,197531.02,165874.5,0.11891185,0.88108814
2020-09-01,A DIVISION,1,peak,1203083.4,0.85266066,0.042936653,1025821.9,51656.375,88851.1,0.073852815,0.92614716
2020-09-01,A DIVISION,2,offpeak,1198201.9,1.3785856,0.07766809,1651823.8,93062.06,206424.6,0.17227864,0.82772136
2020-09-01,A DIVISION,2,peak,1050805.8,1.0770152,-0.65862364,1131733.8,-692085.5,107241.9,0.10205682,0.8979432
2020-09-01,A DIVISION,3,offpeak,782847.1,1.199773,-0.27011785,939238.75,-211460.98,96655.9,0.12346715,0.87653285
2020-09-01,A DIVISION,3,peak,718743.5,1.0959773,-0.6091084,787726.56,-437792.7,67622.1,0.09408377,0.9059162
2020-09-01,A DIVISION,4,offpeak,1558057.9,1.2973824,-0.49374637,2021396.9,-769285.44,205788.7,0.13208026,0.86791974
2020-09-01,A DIVISION,4,peak,1359272.8,1.0657734,-1.1961702,1448676.8,-1625921.6,121182.9,0.089152746,0.91084725
2020-09-01,A DIVISION,5,offpeak,1040344.7,1.3250597,-0.04747921,1378518.9,-49394.742,159207.3,0.15303323,0.8469668
2020-09-01,A DIVISION,5,peak,984103.3,1.0526804,-0.9895011,1035946.2,-973771.3,103749.1,0.10542501,0.894575
2020-09-01,A DIVISION,6,offpeak,1758437.8,1.094979,0.14202689,1925452.5,249745.42,202158.6,0.114964895,0.8850351
2020-09-01,A DIVISION,6,peak,1708622.2,0.9795302,-0.019154713,1673647,-32728.168,152186.6,0.089069776,0.9109302
2020-09-01,A DIVISION,7,offpeak,1631258.2,1.1052986,0.035286076,1803027.5,57560.7,169280.1,0.10377272,0.8962273
2020-09-01,A DIVISION,7,peak,1603406.6,1.0424352,-0.09645017,1671447.6,-154648.86,133273.2,0.083118774,0.9168812
2020-09-01,A DIVISION,S 42nd,offpeak,130370.1,0.5565807,0.120214865,72561.484,15672.425,5490.5,0.04211472,0.95788527
2020-09-01,A DIVISION,S 42nd,peak,127969.805,0.35496545,0.06893585,45424.86,8821.706,536.6,0.0041931765,0.9958068
2020-09-01,B DIVISION,A,offpeak,1563166.6,1.2614951,0.5021863,1971927.1,785000.8,300348.9,0.19214132,0.8078587
2020-09-01,B DIVISION,A,peak,1461252.8,1.0769144,-0.16456449,1573644.1,-240470.31,197292.2,0.1350158,0.8649842
2020-09-01,B DIVISION,B,offpeak,771809.6,1.4382628,0.66294616,1110065.1,511668.2,147183.6,0.19069937,0.80930066
2020-09-01,B DIVISION,B,peak,974418.8,1.5289779,0.30732483,1489864.9,299463.1,190950.8,0.19596379,0.8040362
2020-09-01,B DIVISION,C,offpeak,675090.2,0.8153941,0.28366533,550464.56,191499.69,81059.7,0.1200724,0.8799276
2020-09-01,B DIVISION,C,peak,497915,0.7176865,0.032838073,357346.88,16350.57,55062,0.11058514,0.88941485
2020-09-01,B DIVISION,D,offpeak,1362771.9,1.569784,0.58573526,2139257.5,798223.56,292642.5,0.21474063,0.78525937
2020-09-01,B DIVISION,D,peak,1103933.2,1.1619788,0.11493387,1282747.1,126879.33,178702.6,0.16187808,0.83812195
2020-09-01,B DIVISION,E,offpeak,1309049.5,1.0463154,0.119278386,1369678.8,156141.31,189748.1,0.14495105,0.85504895
2020-09-01,B DIVISION,E,peak,1129315,0.7953561,-0.9172123,898207.56,-1035821.6,71768.4,0.06355038,0.93644965
2020-09-01,B DIVISION,F,offpeak,1421691.2,0.9870376,-0.04671075,1403262.6,-66408.26,240788.8,0.16936786,0.83063215
2020-09-01,B DIVISION,F,peak,1329527.8,0.5390429,-0.93547726,716672.5,-1243743,159794.8,0.12018914,0.87981087
2020-09-01,B DIVISION,G,offpeak,490602.4,1.08362,0.7495611,531626.56,367736.47,77019.4,0.15698944,0.84301054
2020-09-01,B DIVISION,G,peak,482185.6,0.9530431,0.2646456,459543.66,127608.3,80095.9,0.1661101,0.8338899
2020-09-01,B DIVISION,JZ,offpeak,627230.5,1.0902002,0.24992177,683806.75,156758.56,104020.9,0.16584158,0.8341584
2020-09-01,B DIVISION,JZ,peak,585064.2,1.1738796,0.32420805,686794.94,189682.52,100146,0.17117096,0.82882905
2020-09-01,B DIVISION,L,offpeak,1006960.5,0.9585122,0.23941167,965183.9,241078.1,89766.8,0.08914629,0.9108537
2020-09-01,B DIVISION,L,peak,893592,0.63476896,-0.18170951,567224.5,-162374.17,32834.7,0.03674462,0.9632554
2020-09-01,B DIVISION,M,offpeak,805616.9,1.5702461,-0.07659861,1265016.9,-61709.137,156741,0.19456021,0.8054398
2020-09-01,B DIVISION,M,peak,775206.2,1.4298906,-0.34310687,1108460.1,-265978.56,124059.9,0.16003472,0.8399653
2020-09-01,B DIVISION,N,offpeak,894175.3,1.2542711,0.5026105,1121538.2,449421.9,164133.4,0.18355842,0.8164416
2020-09-01,B DIVISION,N,peak,940807.7,1.335995,0.46972254,1256914.2,441918.6,170979.9,0.18173735,0.81826264
2020-09-01,B DIVISION,Q,offpeak,1228795,1.2208651,0.21530381,1500193,264564.25,218886.8,0.17813125,0.8218687
2020-09-01,B DIVISION,Q,peak,1142658.1,1.2555194,0.30180216,1434629.4,344856.7,204832.5,0.17925966,0.82074034
2020-09-01,B DIVISION,R,offpeak,1306200.4,1.5822759,-0.16988392,2066769.4,-221902.45,268508.6,0.20556463,0.7944354
2020-09-01,B DIVISION,R,peak,1225779.1,1.4530089,-0.26556805,1781067.9,-325527.78,189498,0.15459393,0.84540606
2020-09-01,B DIVISION,S Fkln,offpeak,83464.5,0.4100951,0.062058106,34228.38,5179.649,2958.1,0.035441417,0.9645586
2020-09-01,B DIVISION,S Fkln,peak,66381,0.41491717,0.06687167,27542.617,4439.0083,2442.4,0.03679366,0.96320635
2020-09-01,B DIVISION,S Rock,offpeak,39757.2,0.4475946,-0.442099,17795.11,-17576.62,2812.6,0.07074442,0.9292556
2020-09-01,B DIVISION,S Rock,peak,20378.4,0.6010397,-0.9473441,12248.229,-19305.357,1419.6,0.069662,0.930338
2020-09-01,B DIVISION,W,offpeak,323943.7,1.2349747,0.0468352,400062.28,15171.968,41751.8,0.12888597,0.871114
2020-09-01,B DIVISION,W,peak,352710.3,1.0451764,-0.11950306,368644.47,-42149.96,36943.3,0.1047412,0.8952588
2020-08-01,A DIVISION,1,offpeak,1370462.9,0.9418461,0.14402454,1290765.1,197380.3,156020,0.113844745,0.88615525
2020-08-01,A DIVISION,1,peak,1160251.4,0.8620385,0.044657487,1000181.4,51813.91,86621,0.0746571,0.9253429
2020-08-01,A DIVISION,2,offpeak,1194827,1.5996095,-0.12784855,1911256.6,-152756.89,206669.1,0.1729699,0.8270301
2020-08-01,A DIVISION,2,peak,1035392.3,1.6220173,-0.36202896,1679424.1,-374842,136420.7,0.1317575,0.8682425
2020-08-01,A DIVISION,3,offpeak,772107.5,1.4430894,-0.14385916,1114220.1,-111074.734,104480.2,0.1353182,0.8646818
2020-08-01,A DIVISION,3,peak,702974.8,1.3558782,-0.26819134,953148.2,-188531.75,85896.9,0.12219058,0.8778094
2020-08-01,A DIVISION,4,offpeak,1552149.2,1.6814569,-0.20569567,2609872,-319270.38,239596.2,0.15436415,0.84563583
2020-08-01,A DIVISION,4,peak,1376142.6,1.1118308,-0.6132149,1530037.8,-843871.2,171101,0.12433377,0.8756662
2020-08-01,A DIVISION,5,offpeak,1040139,1.6660427,0.08580564,1732916,89249.79,169045.6,0.16252212,0.83747786
2020-08-01,A DIVISION,5,peak,957914,1.2752205,-0.3908374,1221551.6,-374388.6,137569.7,0.14361383,0.8563862
2020-08-01,A DIVISION,6,offpeak,1793405.8,1.1371486,0.19611682,2039368.9,351717.03,224552.9,0.12521031,0.8747897
2020-08-01,A DIVISION,6,peak,1695017.4,1.0018451,-0.09013372,1698145,-152778.22,142745.4,0.08421471,0.9157853
2020-08-01,A DIVISION,7,offpeak,1446478.9,1.607966,0.41784918,2325888.8,604410,205395.4,0.14199683,0.8580032
2020-08-01,A DIVISION,7,peak,1416035.9,2.2906883,0.4513697,3243697,639155.75,183970,0.12991902,0.870081
